frcd,partno,partname,floor,repack,picktime_repack_mean,picktime_repack_std,picktime_norepack_mea,picktime_norepack_std,supplier1,supplier2
D,9030115004,O形環,2,Y,,,,,TG0,
A,112980Y056,廢氣控制標示牌,2,Y,,,,,KG0,T017
A,7693228030,固定扣,2,Y,,,,,TG0,S913
C,2.37E+54,,2,Y,,,,,HG0,
A,1780115070,空氣芯,3,,,,,,TG0,
A,435120D180,前煞車碟盤,3,,,,,,KG0,T024
A,520400M010,左前保險桿孔蓋總成,3,,,,,,KG0,F601
A,753110K020,徽飾總成,3,,,,,,KG0,F601
A,52576BZ080,後保險桿左側固定座,3,,,,,,KG0,J004
A,75923BZ270C0,黑絕緣貼膠,3,,,,,,KG0,T017
A,89341BZ200D2,車距感知器,3,,,,,,PG1,
V,VML01,PVC防污手套(大),3,,,,,,NIN,
A,879450D920,視鏡外殼,3,,,,,,KG0,J002
A,4855902060,避震器防塵蓋,3,,,,,,KG0,Y501
A,9933200935,動力泵皮帶,3,,,,,,TG0,
A,532870D150,水箱總成右支架延伸片,3,,,,,,KG0,J004
A,9097502072,車身徽飾,3,,,,,,TG0,
A,757550D110,右前門窗後框條,3,,,,,,KG0,J004
A,164A20T070,不含蓋副水箱總成,3,,,,,,KG0,T015
A,163630P080,風扇馬達,3,,,,,,KG0,T015
A,8710606280,空調風箱伺服器次總成,3,,,,,,KG0,T015
A,165020M040,加水口次總成,3,,,,,,PG1,
A,4324628020,輪軸承護板,3,,,,,,TG0,L203
A,5382302040,右前側護板,3,,,,,,KG0,T009
D,9091602721,風扇V形皮帶,3,,,,,,TG0,
A,8423102040,門禮儀燈開關總成,2,Y,,,,,KG0,L205
A,5193147020,備胎架總成,3,,,,,,TG0,
A,8524252040,雨刷片總成,3,,,,,,TG0,
D,6771576030,墊塊,3,,,,,,TG0,
A,9094702G09,左後煞車撓性軟管,3,,,,,,TG0,
C,9031122009,油封,2,Y,,,,,HG0,
A,112980Y065,廢氣控制標示牌,2,Y,,,,,KG0,T017
6,C86JU42K51,USB擴充插座,3,,,,,,NI2,
A,9054109116,車門襯墊,2,Y,,,,,TG0,
D,2322521020,油泵隔墊,3,,,,,,TG0,
A,9046708225,管夾,2,Y,,,,,TG0,
D,7544348280,尾門車級銘牌,2,Y,,,,,TG0,
D,6481978020,後擋風玻璃墊片,2,Y,,,,,TG0,
C,SL72301614,墊圈,2,Y,,,,,HG0,
C,9155180860,螺絲,2,Y,,,,,HG0,
G,9030115004,O形環,2,Y,,,,,TG0,
D,7778542050,燃油泵配線,3,,,,,,TG0,
C,SM21201024,固定插銷,2,Y,,,,,HG0,
A,52162F4010,後保險桿板,2,Y,,,,,TG0,TME
A,557380D060,止擋,2,Y,,,,,PG1,
A,9095001956,塞子,2,Y,,,,,TG0,
D,9026904048,鉚釘,2,Y,,,,,TG0,
A,7452816010,尾門警示標籤,2,Y,,,,,TG0,
A,270600C041,發電機總成,3,,,,,,KG0,T015
G,3125036552,離合器片,3,,,,,,TG0,
A,81591YY030,左尾燈殼,3,,,,,,KG0,D401
A,8156142171,組合燈殼,3,,,,,,TG0,
A,163610M060,冷卻風扇,3,,,,,,KG0,T015
A,890700D210,中控發射器總成,3,,,,,,KG0,L205
A,8946552380,O2含氧感知器,3,,,,,,TG0,
A,8156102630,組合燈殼,3,,,,,,KG0,D401
N,83004101183,行車記錄紙，7日／120KM,3,,,,,,HG4,
A,435500D060,輪轂軸承次總成,3,,,,,,KG0,B204
N,P738842004,前支架(右),3,,,,,,NI2,
N,44086110083,煞車乾燥器修理包,3,,,,,,HG3,
A,165940T110,水箱總成導桿,3,,,,,,KG0,S913
A,5246206090,保險桿墊塊,3,,,,,,KG0,J004
A,6450302240,行李箱蓋鉸鏈,2,,,,,,KG0,B601
A,81560BZ510,組合燈總成,3,,,,,,KG0,Z008
C,879070W080,後視鏡副總成,3,,,,,,KG0,J002
A,1610029158,水泵浦總成,3,,,,,,TG0,
A,8816212050,盲點警示感知器,3,,,,,,TG0,
A,5193102150,備胎固定架,3,,,,,,KG0,B601
D,8934848020B2,後側中央倒車雷達感知器固定座,3,,,,,,TG0,
A,5389542070,右前擋泥板,3,,,,,,TG0,
A,817318C000,方向燈燈殼,2,Y,,,,,KG0,D401
A,9009914120,冷氣蒸發器O形環,2,Y,,,,,KG0,T015
D,6789533041,右後門防水膠條,3,,,,,,TG0,
A,5257506040,後保險桿右側固定座,3,,,,,,KG0,T023
C,2368178030,噴油嘴座密封墊,3,,,,,,HG0,
A,4815802150,圈狀彈簧下膠墊,3,,,,,,KG0,Y501
A,521270DF30,前保險桿孔蓋,3,,,,,,KG0,S913
D,8524272010,雨刷片,3,,,,,,TG0,
A,7592142040,黑絕緣貼膠,3,,,,,,TG0,
A,81430BZ060,日行燈總成,3,,,,,,KG0,Z008
D,415251010,,3,,,,,,TG0,
A,5212906943,前保險桿蓋,3,,,,,,KG0,J004
A,8713942040,A/C濾網,3,,,,,,TG0,
D,5253578020,保險桿側固定座,3,,,,,,TG0,
A,5386642031,右前葉子板密封墊,3,,,,,,TG0,
A,1717737030,進氣岐管墊片,3,,,,,,TG0,
A,4504749195,橫拉桿球接頭，左,3,,,,,,TG0,
A,688100A060,車門鉸鏈,2,Y,,,,,KG0,E502
D,9097502171,徽飾總成,3,,,,,,TG0,
G,1717378080,排氣岐管墊片,2,Y,,,,,TG0,
C,812700W080,牌照燈總成,3,,,,,,KG0,J002
D,8113258330,頭燈殼襯墊,3,,,,,,TG0,
C,9018906018,墊圈,2,Y,,,,,KG0,T023
A,81270BZ120,牌照燈總成,3,,,,,,KG0,Z008
A,4881528180,平衡桿橡皮,2,Y,,,,,TG0,
A,754420K011,尾門車型銘牌,2,Y,,,,,PG1,TAM
A,9031135076,油封,3,,,,,,TG0,
A,9090467036,管夾,2,Y,,,,,TG0,
D,6481878020,後擋風玻璃墊片,2,Y,,,,,TG0,
A,9017906127,螺帽,2,Y,,,,,TG0,J004
A,3512512440,CVT溢流管,2,Y,,,,,TG0,
A,9040110058,煞車撓性管螺栓,2,Y,,,,,TG0,
D,5246333070,保險桿墊塊,2,Y,,,,,TG0,
A,9046709242,管夾,2,Y,,,,,TG0,
D,7547333080,車幅銘牌,2,Y,,,,,TG0,
C,9046708208,水箱總成罩飾板夾扣,2,Y,,,,,HG0,
A,6777158010,車門飾板固定扣,2,Y,,,,,TG0,S912
A,91635A0616,螺栓,2,Y,,,,,TG0,
N,12BS,車身ＰＵ膠,3,,,,,,NCC,
A,8156002A21,組合燈總成,3,,,,,,KG0,D401
A,89070YY040,門控發射器總成,3,,,,,,NI2,H012
A,89341YY010C1,車距感知器,3,,,,,,NI2,
A,890700K550,中控發射器總成,3,,,,,,KG0,L205
C,S31A0E0183,離合器補助缸總成,3,,,,,,HG0,
D,8114058740,右頭燈LED單元總成,3,,,,,,TG0,
A,7530102050,徽飾總成,3,,,,,,KG0,F601
A,5211402070,前保險桿牌照支架,3,,,,,,KG0,J004
D,5244778010,墊塊,3,,,,,,TG0,
A,678420D461,門維修孔蓋,3,,,,,,KG0,S912
A,424500A010,軸輪轂軸承,3,,,,,,PG1,
A,814900D090,左後霧燈總成,3,,,,,,KG0,D401
D,8934133220C4,車距偵測感知器,2,Y,,,,,TG0,
A,8934850010,車距感知器固定座,3,,,,,,TG0,
A,532850D360,水箱總成密封墊,3,,,,,,KG0,S913
D,4738950020,煞車撓性管墊圈,2,Y,,,,,TG0,
A,9026906013,鉚釘,2,Y,,,,,TG0,
A,7440402550,電瓶固定橫桿,3,,,,,,KG0,B601
G,9098113075,燈泡(頭燈NO.2),2,Y,,,,,TG0,
6,C56C512L51,ALTIS鏡頭(CMOS),3,,,,,,NI2,
A,4815842010,圈狀彈簧下膠墊,3,,,,,,TG0,
A,4815702360,圈狀彈簧防塵套,3,,,,,,KG0,Y501
D,7507578010,右前後門窗框飾板,3,,,,,,TG0,
A,481580D080,圈狀彈簧下膠墊,3,,,,,,PG1,
A,4881542140,平衡桿橡皮,2,Y,,,,,TG0,
D,9009905164,螺帽,2,Y,,,,,TG0,
D,8149660010,導引器,2,Y,,,,,TG0,
D,5611430120,前擋風玻璃固定座,2,Y,,,,,TG0,
D,7554558020,固定夾,2,Y,,,,,TG0,
C,1640578070,副水箱蓋,2,Y,,,,,HG0,
D,9018905181,墊圈,2,Y,,,,,TG0,
D,9098209022,保險絲,3,,,,,,TG0,
A,6221742050,飾板固定扣,2,Y,,,,,TG0,
A,4881542130,平衡桿橡皮,2,Y,,,,,TG0,
A,9015960498,螺栓,2,Y,,,,,TG0,
D,5246233070,保險桿墊塊,2,Y,,,,,TG0,
G,2339064480,燃油濾清器濾芯次總成,3,,,,,,TG0,
A,678310A040,門維修孔蓋,3,,,,,,KG0,S912
U,HCG1225408B,愛之味麥仔茶,3,,,,,,220,
A,75925BZ200C0,黑絕緣貼膠,3,,,,,,KG0,T017
A,4806842060,右前下懸吊臂,2,,,,,,TG0,
G,3140137011,離合器總泵,3,,,,,,TG0,
A,532860D210,水箱總成密封墊,3,,,,,,KG0,J004
A,5385202150,輪弧開口延伸板墊,3,,,,,,KG0,S913
A,4806806111,右前下懸吊臂,2,,,,,,KG0,S909
A,4504602040,橫拉桿端頭次總成,3,,,,,,PG1,
A,4711042390,煞車踏板固定板,3,,,,,,TG0,
A,5872442020,護板,3,,,,,,TG0,
A,754310D031,行李廂蓋徽飾,3,,,,,,KG0,F601
A,9091602721,風扇V形皮帶,3,,,,,,TG0,
D,6789678022,左後門防水膠條,3,,,,,,TG0,
G,9036650069,軸轂內軸承,3,,,,,,TG0,
A,757970A020,後門護條上襯墊,2,Y,,,,,KG0,J004
A,8934102090B0,車距感知器,2,Y,,,,,KG0,T012
A,7544128720,尾門車型銘牌,3,,,,,,TG0,
A,1657137130,水箱總成進水管,3,,,,,,TG0,
A,52144BZ050,保險桿支架,3,,,,,,PG1,TAM
A,4868728010,懸吊支撐板,3,,,,,,TG0,
A,4260352170,輪圈飾蓋,2,Y,,,,,TG0,
C,SZ17812005,凸緣螺帽,2,Y,,,,,HG0,
A,8537502330,噴水管接頭,2,Y,,,,,PG1,T015
A,6767342010,門框飾板,3,,,,,,TG0,
C,9155180816,螺栓,2,Y,,,,,HG0,
C,1658178191,水箱總成進水管夾,3,,,,,,HG0,
A,9098111059,第三煞車燈泡,2,Y,,,,,TG0,D401
D,9018306031,頭燈彈簧螺帽,2,Y,,,,,TG0,
A,5874308020,護板,2,Y,,,,,TG0,TMS
A,7682960020,固定座,2,Y,,,,,TG0,
A,5246152020,後保險桿襯墊,2,Y,,,,,TG0,
A,1745125040,排氣尾管墊片,2,Y,,,,,TG0,
D,9018306044,螺帽,2,Y,,,,,TG0,
A,52128BZ710,保險桿孔蓋,3,,,,,,KG0,F601
A,75928BZ100C0,左黑絕緣貼膠,3,,,,,,KG0,T017
N,P74030D003,前輪拱-前半段(左),3,,,,,,NI2,
D,8145678040,左後霧燈燈殼,3,,,,,,TG0,
A,8521446011,雨刷橡皮,2,Y,,,,,TG0,
A,5386742020,左前葉子板密封墊,3,,,,,,TG0,
D,99367K0810,風扇V形皮帶,3,,,,,,TG0,
A,4840102070,後避震器上座,3,,,,,,KG0,B601
C,SZ94024007,輪軗螺帽，左內,2,Y,,,,,HG0,
A,814800D090,右後霧燈總成,3,,,,,,KG0,D401
A,759230D310,右黑絕緣貼膠,3,,,,,,KG0,T017
A,446547080,,3,,,,,,TG0,
N,1801EF0050,日野後攝影鏡頭－黑,3,,,,,,NT8,
D,6789776020,右後門防水膠條,3,,,,,,TG0,
A,9043037004,機油蓋墊片,2,Y,,,,,TG0,
A,8983147050,氣囊感知器,3,,,,,,TG0,
A,6921202902,門外把手,3,,,,,,KG0,E502
A,9009933080,噴水管,3,,,,,,TG0,T015
A,1605737021,水箱軟管次總成,3,,,,,,TG0,
D,5253678020,前保險桿左側固定座,3,,,,,,TG0,
A,90919T2011,點火線圈,3,,,,,,PG1,TAM
A,9091901263,火星塞,2,Y,,,,,TG0,
N,PZ0611276540,停車偵測雷達-白,3,,,,,,NI2,NI54
A,8934102090B1,車距感知器,2,Y,,,,,KG0,T012
A,8934833030C0,車距感知器固定座,2,Y,,,,,KG0,T015
A,531240D110,左水箱總成護罩飾條,3,,,,,,KG0,F601
A,687700D030,右下後車門鉸鏈,2,Y,,,,,KG0,E502
A,5383642030,左前葉子板延伸板支架,3,,,,,,TG0,
N,PZ0610D78918,雷達眼,3,,,,,,NI2,NI54
A,8851506120,冷氣機膨脹閥,3,,,,,,KG0,T015
A,5387930040,葉子板內襯扣座,2,Y,,,,,TG0,
C,2.56E+24,,2,Y,,,,,HG0,
N,P75014200M,2.5前右支架,2,Y,,,,,NI2,
A,9016850040,螺絲,2,Y,,,,,KG0,E502
D,7547376050,後車級銘牌,3,,,,,,TG0,
A,8872311050,冷氣維修標籤,2,Y,,,,,TG0,
D,8934133220C3,車距感知器,2,Y,,,,,TG0,
A,5216406914,左後保險桿片,2,Y,,,,,KG0,J004
A,9098209021,保險絲,2,Y,,,,,TG0,T002
D,9054109137,車門襯墊,2,Y,,,,,TG0,
D,7544733200,行李廂蓋徽飾,3,,,,,,TG0,
A,9046721004,通風管束夾,2,Y,,,,,TG0,
A,1128511030,冷卻標示牌,2,Y,,,,,TG0,
A,9094802178,襯墊固定座,2,Y,,,,,TG0,
N,P75014200L,2.5前左支架,2,Y,,,,,NI2,
A,7682342030,牌照燈飾板護條,2,Y,,,,,TG0,
N,485400M01083,後避震器，左,2,,,,,,NP2,
A,8791506901,右後視鏡外殼,3,,,,,,KG0,J002
N,485300M01083,後避震器，右,2,,,,,,NP2,
A,525920D480,後保險桿左密封板,3,,,,,,KG0,F601
6,C8HC8HNN02,O3空氣清淨機總成24V,3,,,,,,NI2,
A,165950T350,水箱空氣導管，左NO 1,3,,,,,,KG0,S913
A,678810A100,尾門防水膠條,3,,,,,,KG0,T009
A,432120D260,左轉向節,2,,,,,,KG0,L203
G,1780130070,空氣芯,3,,,,,,TG0,
A,5215502040,後保險桿右支架,3,,,,,,KG0,T023
A,5312842080,水箱總成左下護罩,3,,,,,,TG0,
D,5211476260,前保險桿牌照支架,3,,,,,,TG0,
A,521820D010,保險桿鋼樑支撐臂,2,,,,,,KG0,B601
D,1780131150,空氣芯,3,,,,,,TG0,
A,89348YY020B1,車距感知器固定座,3,,,,,,NI2,
A,1226221020,通風管,3,,,,,,TG0,
A,7597742040,黑絕緣貼膠,3,,,,,,TG0,
D,6785733040,右後門護板,3,,,,,,TG0,
A,1236128250,前引擎腳,3,,,,,,TG0,
G,2339011240,燃油濾清器,3,,,,,,TG0,
A,446610010,,3,,,,,,TG0,
D,446676012,,3,,,,,,TG0,
G,S171042020,EGR冷卻墊片,2,Y,,,,,TG0,
C,8318137210,速度錶感知器,3,,,,,,HG0,
A,9034118016,塞子,2,Y,,,,,TG0,
A,487550D100,後懸吊支架,2,Y,,,,,PG1,
A,6766448010,門框飾板,2,Y,,,,,TG0,
G,2737075060,發電機碳刷支架,2,Y,,,,,TG0,
A,5246202160,保險桿墊塊,2,Y,,,,,TG0,TME
A,9095006096,密封墊,2,Y,,,,,TG0,
D,9046705063C0,管夾,2,Y,,,,,TG0,
G,9046705170,管夾,2,Y,,,,,TG0,
A,4875006220,右後避震器上座,3,,,,,,KG0,Y501
A,6786102290,右前門防水膠條,3,,,,,,KG0,T009
U,HCG1225412B,100%蘋果汁,3,,,,,,220,
U,HCG1225416B,HINO 維他露P,3,,,,,,YB,
A,8907002G00,中控發射器總成,2,Y,,,,,KG0,L205
A,7544128730,尾門車廠銘牌,3,,,,,,TG0,
A,7544442180,尾門車型銘牌,2,Y,,,,,TG0,
A,8934133060,車距感知器,3,,,,,,KG0,T015
A,87915BZ830,右後視鏡外殼,3,,,,,,KG0,J002
A,4806902390,下懸吊臂，左前,2,,,,,,KG0,H803
A,815800DB20,右尾燈總成,3,,,,,,KG0,D401
A,4833133032,彈簧緩衝墊,3,,,,,,TG0,
A,678420D220,左滑門維修孔蓋,3,,,,,,PG1,TAM
A,7690242050,左側裙次總成,3,,,,,,TG0,
A,4815742020,圈狀彈簧防塵套,3,,,,,,TG0,
V,C18CAUXP01B,UX收鏡系統,3,,,,,,NI2,
G,SZ91046039,節溫器,3,,,,,,TG0,
A,4783012260,右後煞車分泵,3,,,,,,TG0,
A,879150D930,右後視鏡外殼,3,,,,,,KG0,J002
N,12336,燈泡,3,,,,,,NH0,
A,678710D320,右後門防水膠條,3,,,,,,KG0,T009
D,9091602667,風扇V形皮帶,3,,,,,,TG0,
A,678320D330,門維修孔蓋,3,,,,,,KG0,S912
A,222150D070,節汽閥體墊片,2,Y,,,,,PG1,TAM
G,S241091860,渦輪墊片,3,,,,,,TG0,
D,8521460120,雨刷橡皮,2,Y,,,,,TG0,
A,5339512140,引擎蓋前端板密封墊,3,,,,,,TG0,
A,4833128100,彈簧緩衝墊,3,,,,,,TG0,
C,1.75E+74,,2,,,,,,HG0,
A,8113542520,頭燈背蓋,3,,,,,,TG0,
A,175760T130,排氣尾管支撐支架,2,Y,,,,,KG0,H803
A,5314142030,徽飾總成,3,,,,,,TG0,
A,5575302210,固定座,2,Y,,,,,KG0,S913
G,9030109006,O形環,2,Y,,,,,TG0,
A,487520D020,止擋,2,Y,,,,,PG1,
A,8533660300,噴水筒襯墊,2,Y,,,,,TG0,T015
D,7544378010,尾門車型銘牌,3,,,,,,TG0,
A,8934106080A0,車距偵測感知器,2,Y,,,,,PG1,TMP
D,9095006096,密封墊,2,Y,,,,,TG0,
C,SZ43008013,油管墊片,2,Y,,,,,HG0,
A,863090D220,車頂天線桿次總成,2,Y,,,,,PG1,TMV
A,9413061000,離合器踏板止擋螺帽,2,Y,,,,,TG0,
A,8934133210C0,車距感知器,2,Y,,,,,TG0,
A,75776BZ041,嵌板,2,Y,,,,,PG1,TAM
6,C34A212P01B,ALTIS結構桿,3,,,,,,NI2,
6,C99D542Q04B,JBL重低音喇叭(RAV4 HV旗艦4WD),2,,,,,,NI2,
A,90916T2038,風扇V形皮帶,3,,,,,,PG1,TAM
D,8148176070,右霧燈蓋,3,,,,,,TG0,
A,4806809211,右前下懸吊臂,2,,,,,,KG0,K001
D,7570748040,右後門窗前框條,3,,,,,,TG0,
A,534100D560,引擎蓋右鉸鏈,2,,,,,,KG0,B601
A,534200D560,引擎蓋左鉸鏈,2,,,,,,KG0,B601
C,S403BEV020,空氣乾燥器修理包,3,,,,,,HG0,
D,1119370010,火星塞套管墊片,2,Y,,,,,TG0,
D,5253548050,保險桿側固定座,3,,,,,,TG0,
A,5382402040,左前側護板,3,,,,,,KG0,T009
A,5363042110,引擎蓋釋放拉索,3,,,,,,TG0,
D,8934833110,車距感知器固定座,2,Y,,,,,TG0,
A,8934833080C0,車距感知器固定座,2,Y,,,,,KG0,T015
A,6349442020C0,左後車頂架支柱蓋,3,,,,,,TG0,
A,4815802250,圈狀彈簧下膠墊,3,,,,,,KG0,Y501
D,7596578020,黑絕緣貼膠,3,,,,,,TG0,
A,6881052130,上尾門鉸鏈,3,,,,,,TG0,
6,C8DCSTAM01B,盲塞型胎壓顯示器,3,,,,,,NI2,
D,7716933030,燃油芯座墊片,3,,,,,,TG0,
A,8192048012,左反光器總成,3,,,,,,TG0,
6,C07C4009571F7,雷達(極光銀),2,Y,,,,,NI2,
A,5246306100,保險桿墊塊,2,Y,,,,,KG0,J004
D,7592178020,黑絕緣貼膠,2,Y,,,,,TG0,
G,S163251420,節溫器墊片,2,Y,,,,,TG0,
A,754310K011,尾門徽飾,2,Y,,,,,PG1,TAM
A,534550K010,引擎蓋支撐桿夾座,2,Y,,,,,KG0,T023
A,165230M040,水箱總成支架緩衝墊塊,2,Y,,,,,KG0,Y501
D,8527977010,頭燈清洗器接頭,2,Y,,,,,TG0,
A,9004189075,螺栓,2,Y,,,,,TG0,
G,9011908B95,螺栓,2,Y,,,,,TG0,
D,9091901303,火星塞,2,Y,,,,,TG0,
C,3125037420,離合器片總成,3,,,,,,HG0,
A,435020D040,輪轂軸承次總成,3,,,,,,KG0,L203
A,9933211030,冷氣V形皮帶,3,,,,,,TG0,
A,7544402141,行李廂蓋銘牌,2,Y,,,,,PG1,
A,7540342020,車身徽飾,3,,,,,,TG0,
A,521810D010,保險桿鋼樑支撐臂,2,,,,,,KG0,B601
A,757650D020,右後窗框飾條,3,,,,,,KG0,J004
C,SZ91049181,風扇V形皮帶,3,,,,,,HG0,
D,5211478260,前保險桿延伸固定支架,3,,,,,,TG0,
A,4840302060,左後避震器上座,3,,,,,,KG0,B601
A,687100D050,門鉸鏈總成,2,,,,,,KG0,E502
A,9034112012,油底殼放油塞,2,Y,,,,,TG0,
D,5874733071,護板,3,,,,,,TG0,
A,754410K051,尾門車廠銘牌,3,,,,,,PG1,TAM
A,5338468010,引擎蓋中間襯墊,2,Y,,,,,TG0,
D,9046635001,水箱總成水管夾,2,Y,,,,,TG0,
A,5341042140,引擎蓋右鉸鏈,2,,,,,,TG0,
A,746100M010E0,輔助把手,3,,,,,,KG0,S913
A,815558C012,綜合燈燈座及線束次總成,3,,,,,,KG0,D401
A,5386642020,右前葉子板密封墊,3,,,,,,TG0,
D,8521452060,後雨刷橡皮,2,Y,,,,,TG0,
A,4547039345,和尚頭拉桿總成,3,,,,,,TG0,
A,4504649255,橫拉桿球接頭，右,3,,,,,,TG0,
A,1603125011,含節溫器進水口次總成,3,,,,,,TG0,
A,1626025021,冷卻水旁通軟管,3,,,,,,TG0,
A,754420D190,後車廠銘牌墊,3,,,,,,PG1,
A,446652170,,3,,,,,,TG0,
A,9031150050,油封,2,Y,,,,,TG0,
A,6924202100,門外把手襯墊,2,Y,,,,,KG0,E502
A,9094205044,胎壓監測閥,2,Y,,,,,TG0,
C,SZ20914017,鎖緊墊圈,2,Y,,,,,HG0,
A,9017912145,避震器上座螺帽,2,Y,,,,,TG0,
A,8934812170C2,倒車雷達固定座,2,Y,,,,,TG0,
G,9017910070,螺帽,2,Y,,,,,TG0,
A,75775BZ021,嵌板,2,Y,,,,,PG1,TAM
A,534550D030,引擎蓋支撐桿夾座,2,Y,,,,,KG0,T023
A,9011506166,螺栓,2,Y,,,,,TG0,
D,1780131120,空氣芯,3,,,,,,TG0,
A,521630K030,後保險桿右飾板,3,,,,,,PG1,
A,6951533100,空白鑰匙,2,Y,,,,,TG0,
A,81550BZ790,右後組合燈總成,3,,,,,,KG0,D401
A,75936BZ050C0,左後黑絕緣貼膠,3,,,,,,KG0,T017
N,15607192083,機油濾清器濾芯,3,,,,,,HN1,
6,C56C500G01,可調CMOS倒車影像(外掛式),3,,,,,,NI2,
6,C94JC00G01,衛星定位超速警示器,3,,,,,,NI2,
A,5212706400,保險桿孔蓋,3,,,,,,KG0,J004
A,7.42E+09,,3,,,,,,KG0,S912
A,432120A030,左轉向節,3,,,,,,KG0,L203
A,4860928040,避震器上座,3,,,,,,TG0,
S,400299412,,2,Y,,,,,TG0,
A,446548150,,3,,,,,,TG0,
N,P75075200411,頭蓋(雪貂白),3,,,,,,NI2,NI54
A,165730M080,水箱總成軟管,3,,,,,,PG1,
A,5259142100,後保險桿右密封板,3,,,,,,TG0,
C,7531537070,前面板標誌,3,,,,,,HG0,
A,532140D151,水箱總成左上支架,2,,,,,,KG0,S920
A,5345202380,引擎蓋支撐桿固定架,2,Y,,,,,KG0,T023
C,87245E0C20,暖氣進水軟管,3,,,,,,HG0,
A,6349342020C0,右後車頂架支柱蓋,3,,,,,,TG0,
C,SZ94022014,輪軗螺帽，左,2,Y,,,,,HG0,
G,4263455030,輪胎螺帽,2,Y,,,,,TG0,
A,8983A33011,氣囊感知器,2,Y,,,,,TG0,
N,90083219183,頭燈燈泡,2,Y,,,,,NH0,
N,P75075200423,頭蓋(極光銀),3,,,,,,NI2,NI54
A,4833110120,彈簧緩衝墊,3,,,,,,TG0,
D,5611976020,前擋膠條,3,,,,,,TG0,
A,446658022,,3,,,,,,TG0,
D,9016750063,螺絲,2,Y,,,,,TG0,
6,C5BDA00M01,橘色(3D)圖資更新授權卡,2,Y,,,,,NI2,
D,9671119007,放水塞襯墊,2,Y,,,,,TG0,
A,9004189048,螺絲墊圈,2,Y,,,,,TG0,
A,9031145027,無段變速箱油泵T型油封,2,Y,,,,,TG0,
A,90159T0009,螺絲,2,Y,,,,,PG1,
G,9046816032,管夾,2,Y,,,,,TG0,
C,S313181060,離合器踏板緩衝墊,2,Y,,,,,HG0,
C,SZ30160004,動力泵O形環,2,Y,,,,,HG0,
A,879100A100,後視鏡總成,3,,,,,,KG0,J002
N,9.09E+11,,3,,,,,,NB3,
A,4806902220,左前下懸吊臂,2,,,,,,KG0,H803
A,757610D090,右前後門窗框飾板,3,,,,,,KG0,J004
A,6904002560,含馬達左前門鎖總成,3,,,,,,KG0,E502
A,8521228170,雨刷片,3,,,,,,TG0,
D,3517830010,墊片,2,Y,,,,,TG0,
A,853010A020,噴水管進水口,3,,,,,,PG1,
A,7575502070,右前門窗後框條,3,,,,,,KG0,J004
A,532130D151,水箱總成上側右支撐架,2,,,,,,KG0,S920
A,163630V300,風扇馬達,3,,,,,,KG0,T015
A,1610039565,水泵總成,3,,,,,,TG0,
A,8191048012,右反光器總成,3,,,,,,TG0,
A,8917349495,SRS氣囊感知器,3,,,,,,TG0,
C,S171041890,排氣歧管墊片,2,Y,,,,,HG0,
A,4546080005,和尚頭拉桿總成,3,,,,,,TG0,
A,6873002100,門鉸鏈總成,2,Y,,,,,KG0,E502
A,1226137050,通風軟管,3,,,,,,TG0,
A,8153642200,綜合LED燈,2,Y,,,,,TG0,
A,31230BZ060,離合器釋放軸承,3,,,,,,PG1,TAM
A,9004A46334,束夾,2,Y,,,,,PG1,TAM
D,8149650010,夾扣,2,Y,,,,,TG0,
C,S241091820,排氣歧管墊片,2,Y,,,,,HG0,
A,9046706206C0,管夾,2,Y,,,,,TG0,
A,676630D030,門框飾板,2,Y,,,,,KG0,S913
A,534520D110,引擎蓋支撐桿固定架,2,Y,,,,,KG0,T023
A,5387930050,葉子板內襯扣座,2,Y,,,,,TG0,
A,5210712170,後保險桿孔蓋,2,Y,,,,,TG0,
D,9046707223,飾板固定扣,2,Y,,,,,TG0,
D,7544248150,尾門車型銘牌,2,Y,,,,,TG0,
C,SZ95021058,固定銷,2,Y,,,,,HG0,
6,C51LJ42F56,右後護套,3,,,,,,NI2,
A,525760D200,後保險桿左側固定座,3,,,,,,KG0,T023
A,8990H16020,智慧型鎖匙發射器,2,Y,,,,,TG0,
A,1230528231,右引擎腳次總成,2,,,,,,TG0,
N,DAP5320,五吋圓砂紙,3,,,,,,NU2,
A,7.43E+09,,3,,,,,,KG0,S912
A,7321002751C1,右前座椅外側安全帶總成,3,,,,,,KG0,H805
N,P76344200U,RH CAMERA,3,,,,,,NI2,
N,1801EF0040,日野左或右鏡頭－黑,3,,,,,,NT8,
A,538510D150,輪弧開口延伸板墊,3,,,,,,KG0,S913
A,9008293003,風扇V形皮帶,3,,,,,,PG1,TAM
A,524630M010,保險桿墊塊,3,,,,,,KG0,J004
A,5208542050,前保險桿中間支架次總成,2,,,,,,TG0,
A,123050D150,右引擎腳次總成,3,,,,,,KG0,Y501
N,AWB25,開口鋁圈鉛塊,3,,,,,,NIR,
A,89348YY020B2,車距感知器固定座,3,,,,,,NI2,
A,5215542040,後保險桿右支架,3,,,,,,TG0,
A,112140C011,搖臂室蓋墊片,3,,,,,,PG1,
C,SZ46060005,管夾,2,Y,,,,,HG0,
N,LR1F7,刮傷補修漆,3,,,,,,NIL,
A,534520M010,引擎蓋支撐桿固定架,2,Y,,,,,KG0,T023
A,4847142010,圈狀彈簧上座,3,,,,,,TG0,
A,5342042140,引擎蓋左鉸鏈,2,,,,,,TG0,
G,4263255031,左兩輪固定螺栓,2,Y,,,,,TG0,
